Bit_Temperature,Casing Integrity,Cuttings,Depth_Temperature,Depth_of_Bit,MUD_Circulation,MUD_Density,MUD_Density_Rating,Permeability,Permeability_Rating,Porosity,Precipitation,Pressure,Rotary_Speed,Rotary_Torque,Weight_on_Bit,failure,score,sessionID,team,turn
113.0,Good,43,95.72882260838816,400,533.5855284667916,9,Bad,2,Bad,1,Low,186.5,449.1439543899394,424.0,1322.0185462758513,False,-14,IedTPuRr6VTionPCWa78lJJTblw,4,16
240.0,Good,40,76.30506391309761,425,764.9943614282678,14,Good,5,Fine,4,Low,200.5,666.9553852362118,3363.0,4697.114038029198,True,-24,IedTPuRr6VTionPCWa78lJJTblw,4,17
198.0,Good,100,85.44780832866152,450,390.9230618659654,15,Good,2,Bad,2,High,199.0,333.5125815515045,2315.0,2981.599734184286,False,-27,IedTPuRr6VTionPCWa78lJJTblw,4,18
192.0,Good,65,75.1083525113306,475,471.5109350999172,12,Good,3,Bad,3,High,238.5,708.5842996903241,2091.0,3507.8855184388276,False,-26,IedTPuRr6VTionPCWa78lJJTblw,4,19
129.0,Good,83,94.90775875129997,500,543.4283093975869,9,Bad,4,Bad,1,Low,247.7,504.15927339402,715.0,1723.746947817367,False,-25,IedTPuRr6VTionPCWa78lJJTblw,4,20
347.0,Good,94,83.02498563538968,525,956.1410098024555,13,Good,9,Good,6,Fair,267.8,574.138737228366,5668.0,6816.735814088637,False,-24,IedTPuRr6VTionPCWa78lJJTblw,4,21
287.0,Good,46,87.55376162582274,550,633.6669871300977,13,Good,6,Fine,4,High,262.7,288.6800717466354,4335.0,4912.160051244646,True,-34,IedTPuRr6VTionPCWa78lJJTblw,4,22
272.0,Good,13,85.96561954994596,575,499.53914528731775,14,Good,3,Bad,4,High,277.5,350.9686789523948,3861.0,4562.9548828021525,False,-37,IedTPuRr6VTionPCWa78lJJTblw,4,23
269.0,Good,52,92.10589542327585,600,423.41582499658386,10,Bad,3,Bad,4,Low,290.1,508.58577115205236,3454.0,4471.475363856202,False,-36,IedTPuRr6VTionPCWa78lJJTblw,4,24
251.0,Good,88,92.92582961106505,625,738.1408735066562,15,Good,6,Fine,4,High,310.2,389.1144313212039,3515.0,4293.426895812775,False,-35,IedTPuRr6VTionPCWa78lJJTblw,4,25
355.0,Fair,47,89.31238094988063,650,659.8570865188735,10,Bad,6,Fine,6,Low,318.5,360.40344254386855,5619.0,6339.455706969044,False,-34,IedTPuRr6VTionPCWa78lJJTblw,4,26
314.0,Good,48,78.8438826635167,675,671.9504248296458,8,Bad,6,Fine,5,High,329.0,126.04849031925029,5258.0,5509.7379850089765,False,-33,IedTPuRr6VTionPCWa78lJJTblw,4,27
70.0,Good,83,87.37917326629798,700,1103.6792986103546,12,Good,10,Good,1,Fair,326.6,762.1265438436469,0,1098.4277704719761,False,-32,IedTPuRr6VTionPCWa78lJJTblw,4,28
280.0,Good,9,94.63216785164386,725,1034.9617639062851,12,Good,10,Good,5,Fair,321.4,396.7126299525977,4346.0,5139.625583088307,False,-31,IedTPuRr6VTionPCWa78lJJTblw,4,29
182.0,Good,11,94.80715557545369,750,677.9530914554359,12,Good,7,Fine,2,Fair,326.3,241.3788244286604,2188.0,2670.6875268370745,True,-41,IedTPuRr6VTionPCWa78lJJTblw,4,30
239.0,Good,62,87.60626813310716,775,379.41803021636804,13,Good,2,Bad,4,High,360.6,798.039151508449,2617.0,4213.216335891446,False,-44,IedTPuRr6VTionPCWa78lJJTblw,4,31
233.0,Good,83,87.8698949270308,800,731.6470890427331,8,Bad,7,Fine,4,High,376.2,752.2145379358724,2891.0,4395.331541648082,False,-43,IedTPuRr6VTionPCWa78lJJTblw,4,32
294.0,Good,95,85.86459152559664,825,973.7329367171236,14,Good,8,Good,5,High,399.7,280.8574207737972,4854.0,5415.959073821853,False,-42,IedTPuRr6VTionPCWa78lJJTblw,4,33
366.0,Fair,35,90.69792433285618,850,1136.6275978690612,13,Good,9,Good,6,High,416.1,349.5753053830672,6299.0,6997.749526509658,False,-41,IedTPuRr6VTionPCWa78lJJTblw,4,34
85.0,Good,9,84.48234347700642,875,715.8756454218613,15,Good,7,Fine,1,Fair,393.3,330.13550552852,395.0,1055.523804070805,False,-40,IedTPuRr6VTionPCWa78lJJTblw,4,35
105.0,Good,1,80.21465382249475,900,518.5447943050922,13,Good,4,Bad,1,Fair,441.6,559.3553392570983,455.0,1573.9174107434699,False,-39,IedTPuRr6VTionPCWa78lJJTblw,4,36
239.0,Good,8,99.87040588620665,925,554.7599992525995,15,Good,1,Bad,3,Fair,456.5,254.03440997713213,3082.0,3590.094116489265,False,-38,IedTPuRr6VTionPCWa78lJJTblw,4,37
265.0,Good,52,89.21887269802599,950,398.00726730312294,11,Good,4,Bad,4,Low,434.7,655.9568431066815,3266.0,4577.679579797402,True,-48,IedTPuRr6VTionPCWa78lJJTblw,4,38
196.0,Good,49,93.41088243460005,975,448.95534806839237,12,Good,1,Bad,3,Low,462.0,727.4714534827742,1770.0,3224.932888224074,False,-51,IedTPuRr6VTionPCWa78lJJTblw,4,39
110.0,Good,9,97.5190745624049,1000,1170.4996729218537,9,Bad,10,Good,1,Fair,460.5,161.8716151788044,1265.0,1588.3891759745811,False,-50,IedTPuRr6VTionPCWa78lJJTblw,4,40
213.0,Good,3,83.66192001404393,1025,671.574494166218,14,Good,6,Fine,3,High,491.0,50.17207460915351,3213.0,3313.7732889131003,False,-49,IedTPuRr6VTionPCWa78lJJTblw,4,41
360.0,Fair,10,79.31656238146999,1050,512.1183310345568,8,Bad,2,Bad,6,High,485.9,523.6609959473235,5606.0,6653.528489255079,False,-48,IedTPuRr6VTionPCWa78lJJTblw,4,42
234.0,Good,79,99.99459284964911,1075,801.7204695901233,9,Bad,5,Fine,3,High,471.2,437.5657507100768,3041.0,3915.742277539901,False,-47,IedTPuRr6VTionPCWa78lJJTblw,4,43
312.0,Good,54,91.19427984404001,1100,726.7349889586642,13,Good,6,Fine,5,High,494.5,796.0481875530166,4339.0,5931.3525504641,True,-57,IedTPuRr6VTionPCWa78lJJTblw,4,44
289.0,Good,29,83.46803563449484,1125,407.39746542051324,9,Bad,4,Bad,5,High,534.3,605.0313443139564,3905.0,5114.886309413351,False,-60,IedTPuRr6VTionPCWa78lJJTblw,4,45
306.0,Good,87,85.03717212773859,1150,839.8935452268897,9,Bad,5,Fine,5,High,508.0,380.0160938622091,4889.0,5648.585274215775,False,-59,IedTPuRr6VTionPCWa78lJJTblw,4,46
312.0,Good,33,75.68750168064165,1175,445.7821023658054,8,Bad,3,Bad,5,Fair,564.9,767.7997214209653,4407.0,5942.15239750695,False,-58,IedTPuRr6VTionPCWa78lJJTblw,4,47
339.0,Good,50,76.07825601163462,1200,1001.2793579231587,15,Good,10,Good,6,Fair,572.8,669.0985547016899,5598.0,6936.54433850616,False,-57,IedTPuRr6VTionPCWa78lJJTblw,4,48
256.0,Good,38,91.75994877732887,1225,1115.9130895571882,14,Good,9,Good,5,Low,540.7,781.2939276363859,3625.0,5187.353576127418,False,-56,IedTPuRr6VTionPCWa78lJJTblw,4,49
330.0,Good,52,92.41882454499817,1250,982.3803411819566,10,Bad,10,Good,6,Low,570.6,369.3117450485931,5358.0,6096.782990006956,False,-55,IedTPuRr6VTionPCWa78lJJTblw,4,50
335.0,Good,21,76.23988341819803,1275,895.003245123954,8,Bad,6,Fine,6,Fair,556.6,431.704130880527,5636.0,6499.06571008174,False,-54,IedTPuRr6VTionPCWa78lJJTblw,4,51
306.0,Good,38,97.66084781474085,1300,678.9431143078006,9,Bad,5,Fine,5,Low,627.7,158.45434957947532,4685.0,5002.304402213334,False,-53,IedTPuRr6VTionPCWa78lJJTblw,4,52
307.0,Good,49,84.26373526982258,1325,485.9619943994231,15,Good,3,Bad,5,Fair,617.2,401.01385150559554,4536.0,5337.648553212601,False,-52,IedTPuRr6VTionPCWa78lJJTblw,4,53
93.0,Good,12,92.04422548827364,1350,626.3174342284743,15,Good,6,Fine,1,Low,659.0,543.5101564509466,98.0,1184.697192963095,False,-51,IedTPuRr6VTionPCWa78lJJTblw,4,54
124.0,Good,33,87.37610274647034,1375,1000.2157039235898,8,Bad,8,Good,2,Low,662.3,624.6243367779939,1118.0,2367.033980897517,True,-61,IedTPuRr6VTionPCWa78lJJTblw,4,55
153.0,Good,27,84.64999131630208,1400,1034.3161648769749,10,Bad,8,Good,3,Fair,698.0,766.7481081432575,1637.0,3170.2480140671723,False,-64,IedTPuRr6VTionPCWa78lJJTblw,4,56
290.0,Good,24,81.80074487158551,1425,921.7617287023371,8,Bad,9,Good,5,High,672.3,782.7822023945346,4311.0,5876.083112351752,False,-63,IedTPuRr6VTionPCWa78lJJTblw,4,57
160.0,Good,26,88.46104739606865,1450,363.5113728701915,8,Bad,3,Bad,2,Fair,644.4,242.8836443283334,1547.0,2032.4641632929176,False,-62,IedTPuRr6VTionPCWa78lJJTblw,4,58
190.0,Good,26,95.51191440709377,1475,1054.1814040886343,13,Good,8,Good,3,Low,690.7,173.55360960721313,2777.0,3124.3198968463585,False,-61,IedTPuRr6VTionPCWa78lJJTblw,4,59
338.0,Good,40,78.69628230047654,1500,676.7052419875952,14,Good,7,Fine,6,High,664.5,242.9906894704574,5626.0,6112.464419999244,False,-60,IedTPuRr6VTionPCWa78lJJTblw,4,60
182.0,Good,79,84.29200537470992,1525,804.0164938334351,11,Good,5,Fine,2,Fair,715.9,107.81242661242499,2657.0,2872.5795451868307,False,-59,IedTPuRr6VTionPCWa78lJJTblw,4,61
126.0,Good,60,83.59647621863986,1550,984.598838296025,14,Good,10,Good,2,High,704.2,488.4367456343929,1348.0,2324.4704145146416,False,-58,IedTPuRr6VTionPCWa78lJJTblw,4,62
149.0,Good,67,93.78502704059385,1575,1081.276447769533,13,Good,10,Good,2,Fair,780.1,150.31024550878567,2043.0,2343.7198975250853,False,-57,IedTPuRr6VTionPCWa78lJJTblw,4,63
201.0,Good,41,86.21111274136378,1600,479.24545861707645,10,Bad,2,Bad,3,Low,790.2,690.4166189054469,2085.0,3466.035165227755,False,-56,IedTPuRr6VTionPCWa78lJJTblw,4,64
262.0,Good,22,83.04055176879973,1625,496.1679276539169,15,Good,3,Bad,4,High,710.8,221.94548574417811,3852.0,4295.405279999303,False,-55,IedTPuRr6VTionPCWa78lJJTblw,4,65
183.0,Good,2,82.80842867219681,1650,491.0773700391951,11,Good,1,Bad,2,Low,740.4,441.6916860079131,2044.0,2927.3312079298207,True,-65,IedTPuRr6VTionPCWa78lJJTblw,4,66
238.0,Good,64,81.68339923172107,1675,755.2450336032001,14,Good,7,Fine,4,Fair,755.8,506.3267531537767,3370.0,4382.596528887955,False,-68,IedTPuRr6VTionPCWa78lJJTblw,4,67
322.0,Good,45,96.54761565966157,1700,573.7693166861546,11,Good,3,Bad,5,High,805.6,607.3403491968695,4484.0,5698.475587336595,False,-67,IedTPuRr6VTionPCWa78lJJTblw,4,68
351.0,Fair,61,99.59660946449011,1725,612.3271654871957,14,Good,6,Fine,6,High,819.0,389.248218691865,5248.0,6026.391104697321,False,-66,IedTPuRr6VTionPCWa78lJJTblw,4,69
270.0,Good,93,80.92665473960773,1750,690.5203456363942,15,Good,7,Fine,5,High,769.2,594.8655137117689,3880.0,5069.691426847005,False,-65,IedTPuRr6VTionPCWa78lJJTblw,4,70
182.0,Good,88,93.73321042049206,1775,577.7607651426961,8,Bad,1,Bad,2,Fair,857.2,323.6991134507792,2013.0,2659.987115259424,False,-64,IedTPuRr6VTionPCWa78lJJTblw,4,71
179.0,Good,73,81.30606832478674,1800,514.8843670217431,9,Bad,4,Bad,2,Low,878.0,346.6210616457832,2127.0,2819.934302460956,False,-63,IedTPuRr6VTionPCWa78lJJTblw,4,72
177.0,Good,63,95.82331713899305,1825,1018.5523027883885,13,Good,9,Good,3,High,848.3,624.7176411138252,2015.0,3263.987024889657,False,-62,IedTPuRr6VTionPCWa78lJJTblw,4,73
95.0,Good,90,76.45638974716282,1850,1117.1088686881812,8,Bad,8,Good,1,Fair,813.3,477.09110745889,1009.0,1962.765165946643,False,-61,IedTPuRr6VTionPCWa78lJJTblw,4,74
341.0,Good,32,87.97379545913024,1875,440.0341800684938,9,Bad,4,Bad,6,Low,877.2,631.2200791579963,4872.0,6134.817792994738,False,-60,IedTPuRr6VTionPCWa78lJJTblw,4,75
403.0,Fair,56,92.98611963538767,1900,456.3546683721049,12,Good,3,Bad,6,High,844.9,161.614948246263,6498.0,6821.703988092191,True,-70,IedTPuRr6VTionPCWa78lJJTblw,4,76
252.0,Good,55,78.77017470047788,1925,776.8476783472282,14,Good,6,Fine,4,High,954.2,301.48322054195546,3934.0,4536.758684717895,False,-73,IedTPuRr6VTionPCWa78lJJTblw,4,77
228.0,Good,55,83.29167734440324,1950,684.8618369719497,10,Bad,6,Fine,3,High,962.8,141.66588762960976,3442.0,3725.6701921348595,False,-72,IedTPuRr6VTionPCWa78lJJTblw,4,78
59.0,Good,1,75.9845673062859,1975,1118.4255706413712,14,Good,9,Good,1,High,985.7,746.6793872670473,37.0,1530.6722721224744,False,-71,IedTPuRr6VTionPCWa78lJJTblw,4,79
301.0,Good,43,89.93429452064717,2000,1098.1704070441615,14,Good,10,Good,6,Low,974.0,781.5831921967168,4539.0,6102.431753906325,False,-70,IedTPuRr6VTionPCWa78lJJTblw,4,80
142.0,Good,68,82.56531528464095,2025,937.7611743454056,9,Bad,8,Good,2,Fair,981.3,46.51629225247089,2085.0,2177.98572266387,False,-69,IedTPuRr6VTionPCWa78lJJTblw,4,81
239.0,Good,43,84.39554331677252,2050,1136.171568258606,14,Good,10,Good,4,High,1017.7,378.6377327797576,3856.0,4613.590651126354,False,-68,IedTPuRr6VTionPCWa78lJJTblw,4,82
283.0,Good,56,88.11870561658735,2075,703.1616343826385,10,Bad,5,Fine,5,Fair,966.9,656.8215781482568,3948.0,5261.528116507485,False,-67,IedTPuRr6VTionPCWa78lJJTblw,4,83
370.0,Fair,25,85.58321664679032,2100,623.3554871631218,10,Bad,7,Fine,6,High,1001.8,400.58558159628984,5902.0,6703.649116871516,True,-77,IedTPuRr6VTionPCWa78lJJTblw,4,84
221.0,Good,33,96.53556050562534,2125,893.4710604385372,8,Bad,7,Fine,3,Fair,934.0,610.0063206546994,2767.0,3986.5535525359383,False,-80,IedTPuRr6VTionPCWa78lJJTblw,4,85
317.0,Good,79,94.98547489271995,2150,1061.1503363910695,9,Bad,8,Good,6,Low,1031.0,517.5813936091431,4975.0,6010.63145819137,False,-79,IedTPuRr6VTionPCWa78lJJTblw,4,86
170.0,Good,61,95.10474646384334,2175,351.33369631988296,14,Good,4,Bad,2,Low,998.8,590.0541447179694,1259.0,2439.2781130827584,False,-78,IedTPuRr6VTionPCWa78lJJTblw,4,87
108.0,Good,28,88.88790499337611,2200,313.66839933193535,13,Good,3,Bad,1,High,1079.3,689.1512025707111,0,1194.7079664608418,False,-77,IedTPuRr6VTionPCWa78lJJTblw,4,88
131.0,Good,7,90.14305429061982,2225,652.6872181349967,11,Good,6,Fine,2,High,988.5,620.8594950002517,852.0,2094.028720451591,False,-76,IedTPuRr6VTionPCWa78lJJTblw,4,89
327.0,Good,100,86.78245886797386,2250,623.9617932783652,15,Good,7,Fine,5,Fair,1011.9,57.57857419065523,5372.0,5486.720353591059,False,-75,IedTPuRr6VTionPCWa78lJJTblw,4,90
125.0,Good,97,84.43262088378617,2275,500.7094478832384,11,Good,3,Bad,1,Low,1047.7,496.75659754286676,810.0,1803.1404865795362,True,-85,IedTPuRr6VTionPCWa78lJJTblw,4,91
332.0,Good,35,82.91063536373565,2300,807.9336346195126,13,Good,5,Fine,5,Fair,1146.1,159.9592453406263,5627.0,5946.477051943092,False,-88,IedTPuRr6VTionPCWa78lJJTblw,4,92
297.0,Good,16,92.91467940766486,2325,809.2765536472092,11,Good,6,Fine,5,Fair,1062.7,290.75467413416516,4591.0,5172.293828372398,False,-87,IedTPuRr6VTionPCWa78lJJTblw,4,93
138.0,Good,24,75.47695517535263,2350,697.5914666209773,9,Bad,7,Fine,2,Fair,1100.5,87.91332709337468,1867.0,2043.3043422306382,False,-86,IedTPuRr6VTionPCWa78lJJTblw,4,94
64.0,Good,4,87.44998890835014,2375,1168.303590032752,13,Good,9,Good,1,High,1022.7,689.518252943623,0,1086.6721864344602,False,-85,IedTPuRr6VTionPCWa78lJJTblw,4,95
225.0,Good,76,85.10763432684159,2400,618.4669729202661,12,Good,6,Fine,4,Fair,1129.8,732.7946994735631,2692.0,4157.539366025454,False,-84,IedTPuRr6VTionPCWa78lJJTblw,4,96
226.0,Good,13,86.96547935988931,2425,889.3996637851775,15,Good,6,Fine,4,Fair,1122.7,669.6312258011592,3003.0,4342.496490864532,False,-83,IedTPuRr6VTionPCWa78lJJTblw,4,97
233.0,Good,63,99.24446674320119,2450,357.5509609258076,10,Bad,4,Bad,3,Fair,1207.7,658.2730444254958,2369.0,3685.0624911506634,False,-82,IedTPuRr6VTionPCWa78lJJTblw,4,98
341.0,Good,42,85.17784499379232,2475,695.7303784516549,10,Bad,6,Fine,6,Fair,1100.5,601.4568908316056,5205.0,6408.356385482179,False,-81,IedTPuRr6VTionPCWa78lJJTblw,4,99
162.0,Good,35,99.81835232341248,2500,739.3149591295087,13,Good,5,Fine,2,Fair,1151.7,425.5195216698119,1557.0,2408.024667844133,False,-80,IedTPuRr6VTionPCWa78lJJTblw,4,100
294.0,Good,21,94.6728137698482,2525,922.8454144329571,15,Good,10,Good,5,Low,1112.2,309.86243109801114,4601.0,5220.945127542055,False,-79,IedTPuRr6VTionPCWa78lJJTblw,4,101
181.0,Good,21,92.09779727076463,2550,1024.1263496492613,11,Good,8,Good,2,Low,1241.5,146.93341784754728,2655.0,2949.1549748403377,False,-78,IedTPuRr6VTionPCWa78lJJTblw,4,102
342.0,Good,97,98.72091973022489,2575,1035.7349668630134,12,Good,10,Good,6,Fair,1157.3,785.3134418354438,5123.0,6693.412755926404,False,-77,IedTPuRr6VTionPCWa78lJJTblw,4,103
258.0,Good,15,80.68464310481707,2600,740.3641054515444,14,Good,5,Fine,5,High,1199.8,783.0513281096174,3505.0,5071.428158122872,False,-76,IedTPuRr6VTionPCWa78lJJTblw,4,104
331.0,Good,84,85.0130255509128,2625,533.9258480523383,12,Good,2,Bad,5,Low,1148.5,425.10606308075717,5028.0,5877.97188790782,True,-86,IedTPuRr6VTionPCWa78lJJTblw,4,105
328.0,Good,68,91.83645483652563,2650,750.560389160961,10,Bad,5,Fine,5,Fair,1210.9,201.3482923144669,5263.0,5665.374830609811,False,-89,IedTPuRr6VTionPCWa78lJJTblw,4,106
383.0,Fair,67,84.43968283502643,2675,891.7481321288531,10,Bad,6,Fine,6,Low,1269.1,43.82291122921526,6813.0,6900.288858590884,False,-88,IedTPuRr6VTionPCWa78lJJTblw,4,107
153.0,Good,94,93.84452540940154,2700,715.5301235240486,9,Bad,6,Fine,2,Low,1176.1,224.33237282650245,1667.0,2115.6339991663085,False,-87,IedTPuRr6VTionPCWa78lJJTblw,4,108
310.0,Good,54,97.76979994387963,2725,627.9195108151545,14,Good,5,Fine,5,High,1284.8,132.89597247825466,4749.0,5014.671624300018,False,-86,IedTPuRr6VTionPCWa78lJJTblw,4,109
167.0,Good,53,92.38557490623674,2750,997.1480171546493,13,Good,8,Good,2,Fair,1361.9,68.87179030139154,2413.0,2550.8014235858136,False,-85,IedTPuRr6VTionPCWa78lJJTblw,4,110
130.0,Good,98,83.82880187858318,2775,659.3355607092528,14,Good,5,Fine,2,Low,1297.1,503.4888296338909,1074.0,2081.3058535333976,False,-84,IedTPuRr6VTionPCWa78lJJTblw,4,111
87.0,Good,50,84.42788080217916,2800,627.0605068607089,8,Bad,5,Fine,1,Fair,1312.3,509.00850156889356,176.0,1194.1893496081177,True,-94,IedTPuRr6VTionPCWa78lJJTblw,4,112
171.0,Good,12,75.13642161934996,2825,576.5667539527476,8,Bad,2,Bad,2,Fair,1233.2,374.1592340260376,2121.0,2869.0820078473816,False,-97,IedTPuRr6VTionPCWa78lJJTblw,4,113
119.0,Good,64,94.53588796943194,2850,830.7722504354995,10,Bad,7,Fine,2,High,1342.1,743.2626766887194,586.0,2072.9431964131927,False,-96,IedTPuRr6VTionPCWa78lJJTblw,4,114
97.0,Good,51,86.81093605198966,2875,971.2266230064274,14,Good,9,Good,1,High,1250.1,535.0429474428727,647.0,1717.2126705165408,False,-95,IedTPuRr6VTionPCWa78lJJTblw,4,115
263.0,Good,87,78.61375815227547,2900,399.1068211134525,13,Good,2,Bad,4,High,1280.5,647.4338169914053,3435.0,4729.658035460854,False,-94,IedTPuRr6VTionPCWa78lJJTblw,4,116
371.0,Fair,97,90.36851015412815,2925,695.2534751919487,11,Good,6,Fine,6,Fair,1419.4,223.51180531439732,6081.0,6528.077389883587,False,-93,IedTPuRr6VTionPCWa78lJJTblw,4,117
147.0,Good,45,83.29283879618056,2950,1073.8113410778042,14,Good,8,Good,3,Fair,1410.8,689.8747567765281,1663.0,3043.2002211673057,True,-103,IedTPuRr6VTionPCWa78lJJTblw,4,118
118.0,Good,74,97.41601092165268,2975,759.193996475812,10,Bad,7,Fine,1,Low,1406.5,598.6040072273566,572.0,1769.463105826188,False,-106,IedTPuRr6VTionPCWa78lJJTblw,4,119
96.0,Good,32,83.92032988586904,3000,460.9299206816362,8,Bad,2,Bad,1,Fair,1436.3,585.5298228739867,115.0,1286.0835493704099,False,-105,IedTPuRr6VTionPCWa78lJJTblw,4,120
218.0,Good,91,88.92602030388817,3025,830.4594224132138,8,Bad,7,Fine,3,High,1330.6,591.8725853449691,2814.0,3997.3582099591076,False,-104,IedTPuRr6VTionPCWa78lJJTblw,4,121
228.0,Good,41,85.13962075800254,3050,507.46674989873463,8,Bad,3,Bad,3,Low,1462.0,353.48060826093473,3015.0,3721.9085061807014,False,-103,IedTPuRr6VTionPCWa78lJJTblw,4,122
328.0,Good,62,80.71748321109926,3075,421.73813130548507,14,Good,1,Bad,5,High,1477.6,355.84860386643254,5016.0,5728.110504019056,False,-102,IedTPuRr6VTionPCWa78lJJTblw,4,123
109.0,Good,82,86.59245981617349,3100,565.7920411223554,12,Good,2,Bad,1,Fair,1445.6,349.9467837497336,673.0,1372.4009903696647,True,-112,IedTPuRr6VTionPCWa78lJJTblw,4,124
259.0,Good,37,75.44588072134297,3125,423.72929257941433,13,Good,1,Bad,4,Fair,1554.6,156.36350699315994,3944.0,4256.234257230453,False,-115,IedTPuRr6VTionPCWa78lJJTblw,4,125
333.0,Good,43,93.30311590426297,3150,969.9487047911108,13,Good,9,Good,6,Low,1382.7,581.6568607812726,5178.0,6341.490243339359,True,-125,IedTPuRr6VTionPCWa78lJJTblw,4,126
226.0,Good,66,81.92286294166468,3175,971.4896785328531,9,Bad,10,Good,4,High,1478.2,171.6139563526605,3681.0,4023.8102536221477,False,-128,IedTPuRr6VTionPCWa78lJJTblw,4,127
280.0,Good,64,92.33526570113631,3200,680.4855838009602,13,Good,7,Fine,4,Fair,1580.8,451.42248604647324,3988.0,4890.666633340949,False,-127,IedTPuRr6VTionPCWa78lJJTblw,4,128
288.0,Good,5,98.47362378982929,3225,964.8897764680959,10,Bad,8,Good,4,High,1414.8,54.15309061674779,4692.0,4800.476787803134,False,-126,IedTPuRr6VTionPCWa78lJJTblw,4,129
242.0,Good,44,87.6718467509375,3250,569.2011794646788,9,Bad,2,Bad,4,Fair,1607.4,735.6670732697652,2923.0,4394.320312412666,False,-125,IedTPuRr6VTionPCWa78lJJTblw,4,130
303.0,Good,97,86.98692440771465,3275,435.78926434646525,8,Bad,1,Bad,4,High,1440.0,138.75931967318715,4623.0,4901.00871972734,True,-135,IedTPuRr6VTionPCWa78lJJTblw,4,131
359.0,Fair,28,85.11756770700005,3300,1065.1625869274008,14,Good,9,Good,6,High,1473.1,356.4928805280283,6185.0,6898.18598607893,False,-138,IedTPuRr6VTionPCWa78lJJTblw,4,132
258.0,Good,79,76.25726515879863,3325,409.6741664540709,10,Bad,2,Bad,4,Low,1574.1,348.0110315779208,3705.0,4400.663521562383,False,-137,IedTPuRr6VTionPCWa78lJJTblw,4,133
121.0,Good,99,83.86204152658065,3350,1088.9836881687113,9,Bad,8,Good,2,Low,1592.6,363.491142492295,1476.0,2203.25518129563,False,-136,IedTPuRr6VTionPCWa78lJJTblw,4,134
