Bit_Temperature,Casing Integrity,Cuttings,Depth_Temperature,Depth_of_Bit,MUD_Circulation,MUD_Density,MUD_Density_Rating,Permeability,Permeability_Rating,Porosity,Precipitation,Pressure,Rotary_Speed,Rotary_Torque,Weight_on_Bit,failure,score,sessionID,team,turn
310.0,Good,42,96.5145434768098,1125,571.7132681744415,13,Good,2,Bad,5,Fair,553.4,407.9681048402295,4432.0,5247.604696280982,True,-56,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,45
194.0,Good,11,75.4842507914217,1150,475.7946172639855,14,Good,1,Bad,3,High,539.3,180.2504707007485,2666.0,3026.406342555421,False,-59,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,46
180.0,Good,12,83.15505119177186,1175,362.5452162534003,15,Good,1,Bad,2,Fair,517.9,236.9031412432091,2066.0,2540.1269667302663,False,-58,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,47
157.0,Good,37,87.7483813284477,1200,521.168677453445,10,Bad,3,Bad,2,High,524.4,191.39504647529643,1708.0,2090.4399156322115,False,-57,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,48
159.0,Good,98,98.55420410245839,1225,991.338409620805,9,Bad,8,Good,2,Low,567.0,243.62065324464604,1963.0,2450.2870486703086,False,-56,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,49
228.0,Good,22,79.85435180619854,1250,866.1480341550838,8,Bad,6,Fine,4,Low,581.9,625.049518157771,3201.0,4450.9910204097505,True,-66,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,50
257.0,Good,31,89.44066916996559,1275,808.5949167663994,9,Bad,5,Fine,4,High,577.5,240.84730574817783,3912.0,4393.986526374803,False,-69,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,51
305.0,Good,13,90.2789878440448,1300,755.5362193789119,14,Good,5,Fine,5,Fair,644.2,62.82603808227584,4994.0,5119.345747425039,False,-68,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,52
301.0,Good,7,90.11017185808183,1325,714.0560805795981,8,Bad,5,Fine,5,Low,649.4,372.59915903011756,4568.0,5313.691345137207,False,-67,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,53
325.0,Good,82,90.86197780776185,1350,452.8506695827389,14,Good,1,Bad,5,Low,597.6,59.14508261889962,5070.0,5187.988672838686,False,-66,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,54
112.0,Good,59,81.91514479532466,1375,551.6824666388472,11,Good,4,Bad,1,Fair,671.8,90.48546230351144,1058.0,1238.951942911822,False,-65,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,55
232.0,Good,42,87.5809346858709,1400,394.42413786834425,15,Good,3,Bad,3,Fair,612.2,145.8836195304404,3130.0,3421.7332698303967,True,-75,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,56
66.0,Good,63,75.56213494589143,1425,1194.9321279792662,15,Good,9,Good,1,Low,669.9,687.3699191258769,322.0,1696.6607146457109,False,-78,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,57
204.0,Good,57,88.10522980462643,1450,921.671632335014,9,Bad,9,Good,3,Low,686.9,148.84952796455127,3100.0,3398.0787300854663,False,-77,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,58
311.0,Good,33,75.82830034630047,1475,674.395914885953,12,Good,5,Fine,5,Low,700.3,83.84390608512746,5285.0,5453.092061551794,False,-76,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,59
329.0,Good,31,96.87023019096904,1500,737.3999829505394,13,Good,5,Fine,6,High,664.3,782.8208335958968,4594.0,6159.262118828219,False,-75,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,60
363.0,Fair,55,85.21865763556639,1525,523.7111648134181,10,Bad,2,Bad,6,Fair,666.9,42.311686878987096,6028.0,6112.96424930682,False,-74,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,61
342.0,Good,3,97.27426617646756,1550,696.5207907936351,9,Bad,6,Fine,5,High,710.8,400.31075630523304,5190.0,5990.1680908095905,False,-73,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,62
242.0,Good,22,82.59407028516493,1575,808.8339038660645,9,Bad,6,Fine,4,High,690.7,680.0605853291559,3319.0,4678.832752902066,False,-72,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,63
254.0,Good,51,76.91627010527579,1600,300.10936999805,10,Bad,4,Bad,4,Fair,722.1,777.2151674706936,3071.0,4625.829211966642,False,-71,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,64
199.0,Good,35,81.75812186700483,1625,350.72655728751727,13,Good,2,Bad,3,Low,753.2,404.13053039962466,2296.0,3103.814838693731,False,-70,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,65
313.0,Good,57,94.51147853218461,1650,1189.1133320218314,13,Good,10,Good,5,Low,764.3,242.53330866850686,5317.0,5802.2062717121935,False,-69,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,66
295.0,Good,87,82.16087639115305,1675,987.7935145355204,14,Good,10,Good,5,Low,792.0,486.1759626656654,4756.0,5728.498509350433,False,-68,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,67
215.0,Good,38,87.19286926718516,1700,408.1995255203199,10,Bad,1,Bad,3,Low,781.3,444.2398771115302,2520.0,3408.441168196182,False,-67,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,68
152.0,Good,74,84.42142328754898,1725,832.0125686984595,10,Bad,7,Fine,2,High,789.1,49.08701695685122,2125.0,2223.5718895164678,True,-77,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,69
337.0,Good,92,77.62771426248811,1750,802.3941217560299,13,Good,5,Fine,6,Low,872.3,539.3858399098654,5453.0,6531.933440987833,False,-80,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,70
154.0,Good,95,76.08700420717312,1775,543.4815369213313,9,Bad,3,Bad,2,High,854.1,213.48862140741008,1889.0,2316.4714550618637,False,-79,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,71
96.0,Good,64,99.65224530342626,1800,1155.143596016338,12,Good,8,Good,1,Low,866.2,564.9896179699052,526.0,1656.3443161936623,False,-78,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,72
80.0,Good,20,90.51517255236027,1825,985.5064304928524,8,Bad,8,Good,1,Fair,788.5,769.4635170426278,0,1121.721778428055,False,-77,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,73
279.0,Good,97,87.11233151831374,1850,662.2484541876375,10,Bad,5,Fine,4,Fair,807.2,241.13454668766704,4260.0,4742.477359785087,False,-76,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,74
370.0,Fair,24,93.58848377551064,1875,658.387976060478,9,Bad,6,Fine,6,High,938.7,70.17699196269649,6114.0,6254.368115470632,False,-75,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,75
356.0,Fair,46,89.6978639330842,1900,749.0224688709727,11,Good,6,Fine,6,Low,937.0,323.6636368358158,5754.0,6401.358958157663,False,-74,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,76
336.0,Good,63,95.0731795970344,1925,1163.801401013432,12,Good,9,Good,6,High,943.3,652.4967847009393,5327.0,6632.279981454217,True,-84,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,77
100.0,Good,39,75.50183327214769,1950,487.8650503668325,8,Bad,2,Bad,1,Fair,915.0,513.8997940551061,465.0,1493.1463639637977,False,-87,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,78
335.0,Good,1,79.67692278707466,1975,757.5146834277468,14,Good,7,Fine,6,Low,935.0,381.88000674212714,5487.0,6250.449553327888,False,-86,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,79
376.0,Fair,100,98.24437659411655,2000,612.1710000482616,10,Bad,7,Fine,6,Low,868.0,441.4677237782816,5727.0,6609.897744328913,False,-85,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,80
355.0,Fair,81,96.29264507801744,2025,1069.7159349473252,12,Good,10,Good,6,Low,1017.0,485.1243359254383,5759.0,6729.601097091949,True,-95,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,81
253.0,Good,65,97.89677563171915,2050,443.6429836868781,14,Good,3,Bad,3,Low,909.7,208.82756830945135,3343.0,3760.5398560787316,False,-98,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,82
210.0,Good,50,95.25751407207122,2075,380.8475054191064,11,Good,2,Bad,2,Low,999.7,190.88119317861987,2480.0,2862.22689519685,False,-97,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,83
210.0,Good,63,90.33498334364037,2100,1082.1278859788747,10,Bad,8,Good,4,Low,954.2,723.699854689089,2750.0,4197.12008902652,False,-96,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,84
294.0,Good,96,88.73068128718309,2125,312.15461509912643,9,Bad,3,Bad,4,Low,974.7,403.6437910024079,4008.0,4815.54796631288,True,-106,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,85
125.0,Good,23,80.37194095113576,2150,721.6533778566164,9,Bad,7,Fine,2,Low,1026.1,688.0300557349115,920.0,2296.1181843779113,False,-109,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,86
140.0,Good,85,89.90638242893992,2175,798.230355048539,9,Bad,5,Fine,2,Low,978.8,547.0462423843851,1253.0,2347.359773819241,False,-108,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,87
320.0,Good,92,88.32455946179088,2200,832.7760729742342,12,Good,6,Fine,5,Low,1020.6,207.95153304507977,5268.0,5683.989156147829,False,-107,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,88
367.0,Fair,52,76.32106689300525,2225,554.4548398997977,12,Good,3,Bad,6,Fair,972.1,56.12064317795564,6319.0,6431.510167695079,False,-106,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,89
108.0,Good,11,91.10833306182437,2250,371.2842615995013,12,Good,3,Bad,1,Fair,1052.3,680.7310815488197,19.0,1380.835259769591,False,-105,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,90
120.0,Good,84,95.65048835321969,2275,834.2433763207118,8,Bad,6,Fine,1,High,1116.3,271.903686490357,1043.0,1587.2244243985306,False,-104,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,91
103.0,Good,87,99.52211421297368,2300,1170.4504650780584,8,Bad,8,Good,1,High,1044.4,76.77442861794884,1170.0,1323.2696316958522,False,-103,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,92
118.0,Good,22,83.04040842845829,2325,931.409708714558,15,Good,8,Good,2,Fair,1056.7,759.3005412279997,877.0,2395.37695780449,False,-102,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,93
286.0,Good,98,93.44990945700037,2350,383.2707693614089,11,Good,2,Bad,5,Fair,1134.3,798.4264085824735,3444.0,5041.2731059846665,False,-101,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,94
307.0,Good,30,84.78306605020872,2375,508.7078483159082,9,Bad,4,Bad,5,Fair,1143.3,594.578851719696,4349.0,5538.6412636531295,True,-111,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,95
194.0,Good,38,95.08536676872166,2400,652.0434765672543,15,Good,5,Fine,2,Fair,1040.5,103.78393907824709,2528.0,2735.154920391607,False,-114,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,96
158.0,Good,11,97.31782718876703,2425,543.5751819370545,11,Good,3,Bad,2,Low,1053.5,246.35867965803394,1515.0,2008.1404716195684,False,-113,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,97
211.0,Good,78,96.58573321180538,2450,1130.7892395595316,15,Good,10,Good,3,High,1109.9,569.2063055755949,2857.0,3995.0512879716825,False,-112,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,98
164.0,Good,14,97.99955512599921,2475,975.050943608014,14,Good,8,Good,2,High,1198.5,613.0831899711227,1672.0,2898.023752155874,False,-111,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,99
233.0,Good,98,81.53507982403748,2500,361.91712843856067,10,Bad,4,Bad,4,Low,1206.1,672.6668013239183,2722.0,4067.226368561662,False,-110,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,100
89.0,Good,11,96.65958331311856,2525,731.3701868750767,9,Bad,5,Fine,1,Low,1193.3,433.5220682400362,149.0,1015.7617945659119,False,-109,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,101
317.0,Good,27,84.17107049352735,2550,330.1776301019778,13,Good,3,Bad,5,High,1148.2,439.31481457559613,4550.0,5428.657806074484,True,-119,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,102
200.0,Good,83,80.26591247225087,2575,625.1249234900077,15,Good,6,Fine,3,Low,1212.2,215.93981447577076,2812.0,3244.3496394273375,False,-122,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,103
73.0,Good,40,76.60770725987643,2600,1186.3368972562619,9,Bad,9,Good,1,High,1206.1,367.75366166357963,749.0,1484.3098415585218,False,-121,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,104
174.0,Good,9,79.79337312787423,2625,985.1145611582956,14,Good,10,Good,3,Low,1145.5,365.43461059632955,2495.0,3226.0327886666146,False,-120,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,105
134.0,Good,80,79.13660641282473,2650,1113.2378658924042,12,Good,10,Good,2,Fair,1150.9,509.87598554631415,1705.0,2724.5354083832035,False,-119,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,106
202.0,Good,51,75.3028944204529,2675,345.4542568455248,11,Good,1,Bad,3,Fair,1273.3,564.9092065271593,2318.0,3447.381331659176,False,-118,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,107
141.0,Good,21,97.12260872162915,2700,1153.3435437294838,12,Good,10,Good,2,High,1197.1,649.0005099244153,1372.0,2669.928463057371,True,-128,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,108
304.0,Good,99,78.38501429429634,2725,443.24894714762803,14,Good,3,Bad,5,Low,1290.5,116.39567944752534,4844.0,5077.237036928255,False,-131,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,109
257.0,Good,38,80.65345015099383,2750,1007.7841204061604,14,Good,8,Good,4,Fair,1316.8,162.5021346716872,4364.0,4688.574993541826,False,-130,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,110
129.0,Good,49,90.80729799935442,2775,348.7074225127365,13,Good,4,Bad,1,Low,1352.6,98.30327088234068,1017.0,1213.3777576859527,False,-129,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,111
225.0,Good,17,92.10229015754064,2800,734.1182341118276,12,Good,7,Fine,3,High,1228.6,212.90419001413326,3183.0,3608.487694950603,False,-128,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,112
198.0,Good,95,90.50492625833962,2825,474.25686071669713,13,Good,1,Bad,3,Low,1290.6,390.48063280407547,2235.0,3016.1750146489026,False,-127,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,113
105.0,Good,56,87.02025868697235,2850,414.87123798071525,12,Good,3,Bad,1,High,1239.9,779.2072203574187,0,1030.4273090630136,False,-126,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,114
214.0,Good,55,99.0064827638083,2875,1041.595916631122,11,Good,10,Good,3,Low,1334.8,572.963248870153,2774.0,3920.058067225879,True,-136,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,115
339.0,Good,32,78.54241584525006,2900,809.9844387287484,15,Good,6,Fine,6,Fair,1367.8,615.3428018237844,5409.0,6639.403329881854,False,-139,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,116
325.0,Good,96,78.85508948300927,2925,940.2701932378533,13,Good,8,Good,5,Low,1434.9,100.81657647535792,5761.0,5962.381134310942,False,-138,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,117
169.0,Good,3,84.37586651384353,2950,437.1254482771574,15,Good,3,Bad,2,High,1282.5,636.3868309233887,1502.0,2774.8488103712934,False,-137,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,118
227.0,Good,59,83.86415215861088,2975,499.10310235150547,11,Good,1,Bad,3,Low,1364.3,539.1555854112844,2831.0,3909.6552418994206,False,-136,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,119
371.0,Fair,40,90.32947077816254,3000,389.03606377585135,13,Good,4,Bad,6,Fair,1339.6,311.3909580513334,5701.0,6323.775112350182,False,-135,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,120
238.0,Good,20,93.46848046090084,3025,1141.369317407441,13,Good,10,Good,4,Low,1439.0,132.63890752155578,3903.0,4168.763715192554,False,-134,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,121
185.0,Good,95,90.90518520308376,3050,378.8517458355934,9,Bad,2,Bad,2,Low,1509.7,90.85039707988778,2174.0,2355.4213392839833,False,-133,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,122
309.0,Good,86,89.16730972336197,3075,569.2817336673269,12,Good,2,Bad,5,Fair,1436.9,398.7159518403666,4569.0,5366.760855118416,True,-143,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,123
278.0,Good,54,99.21077877631615,3100,444.0143407764469,12,Good,2,Bad,4,Fair,1436.3,619.5439790493537,3409.0,4648.512580021951,False,-146,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,124
224.0,Good,55,85.55930945675942,3125,490.94358782945767,9,Bad,3,Bad,3,High,1509.5,353.0861869157715,2915.0,3621.2137727587797,False,-145,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,125
350.0,Good,54,99.68956358825469,3150,1067.6730253642868,14,Good,8,Good,6,High,1533.4,270.95321296936703,5811.0,6352.618865117685,False,-144,LiDqDbq4zFVbKQ7QUKK3SmCX72Y,4,126
